case_id,item_type,item_id,relevance,reviewer,notes
HYB001,text,CHUNK_0062067,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,text,CHUNK_0062066,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,image,oncology:PMC6928146_Fig3_89654.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,text,CHUNK_0062065,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,text,CHUNK_0062469,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,image,oncology:PMC9302271_deo272-fig-0001_346441.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,text,CHUNK_0075281,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,image,oncology:PMC7816477_Fig1_345751.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,text,CHUNK_0062470,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,text,CHUNK_0075282,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,text,CHUNK_0075370,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,image,oncology:PMC8941041_Fig8_228185.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,text,CHUNK_0075372,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,text,CHUNK_0019961,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,text,CHUNK_0014157,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,image,oncology:PMC3482609_F1_162281.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,text,CHUNK_0049448,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,text,CHUNK_0063269,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,text,CHUNK_0075288,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,image,PMC13244880:f9,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,text,CHUNK_0063284,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT001,text,CHUNK_0013859,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT001,text,CHUNK_0026182,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT001,text,CHUNK_0000904,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT001,text,CHUNK_0000142,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT001,text,CHUNK_0026976,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT002,text,CHUNK_0046848,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT002,text,CHUNK_0016852,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT002,text,CHUNK_0052506,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT002,text,CHUNK_0051543,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT003,text,CHUNK_0028451,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT003,text,CHUNK_0054194,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT003,text,CHUNK_0048571,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT003,text,CHUNK_0052090,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT003,text,CHUNK_0030810,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT004,text,CHUNK_0000333,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT004,text,CHUNK_0004183,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT004,text,CHUNK_0021398,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT004,text,CHUNK_0044411,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT004,text,CHUNK_0029717,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT005,text,CHUNK_0045807,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT005,text,CHUNK_0032967,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT005,text,CHUNK_0057668,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT005,text,CHUNK_0043404,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT005,text,CHUNK_0022254,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT006,text,CHUNK_0040192,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT006,text,CHUNK_0033237,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT006,text,CHUNK_0038279,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT006,text,CHUNK_0049639,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT006,text,CHUNK_0022688,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT007,text,CHUNK_0007589,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT007,text,CHUNK_0055975,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT007,text,CHUNK_0010262,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT007,text,CHUNK_0029494,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT007,text,CHUNK_0002187,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT008,text,CHUNK_0021772,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT008,text,CHUNK_0009056,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT008,text,CHUNK_0003243,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT008,text,CHUNK_0015973,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT008,text,CHUNK_0046123,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT009,text,CHUNK_0021569,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT009,text,CHUNK_0047310,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT009,text,CHUNK_0014085,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT009,text,CHUNK_0022815,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT009,text,CHUNK_0041203,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT010,text,CHUNK_0040887,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT010,text,CHUNK_0031279,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT010,text,CHUNK_0045964,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT010,text,CHUNK_0027513,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT010,text,CHUNK_0028940,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT011,text,CHUNK_0054658,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT011,text,CHUNK_0041906,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT011,text,CHUNK_0032725,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT011,text,CHUNK_0023322,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT011,text,CHUNK_0004483,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT012,text,CHUNK_0034220,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT012,text,CHUNK_0050942,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT012,text,CHUNK_0047019,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT012,text,CHUNK_0017563,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT012,text,CHUNK_0046389,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT013,text,CHUNK_0028408,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT013,text,CHUNK_0053087,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT013,text,CHUNK_0033724,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT013,text,CHUNK_0052692,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT013,text,CHUNK_0028407,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT014,text,CHUNK_0052661,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT014,text,CHUNK_0031772,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT014,text,CHUNK_0009974,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT014,text,CHUNK_0024586,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT014,text,CHUNK_0057503,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT015,text,CHUNK_0013579,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT015,text,CHUNK_0055043,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT015,text,CHUNK_0010271,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT015,text,CHUNK_0000883,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT015,text,CHUNK_0057624,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT016,text,CHUNK_0036500,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT016,text,CHUNK_0038027,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT016,text,CHUNK_0004985,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT016,text,CHUNK_0015709,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT016,text,CHUNK_0014722,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT017,text,CHUNK_0016283,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT017,text,CHUNK_0035310,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT017,text,CHUNK_0021302,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT017,text,CHUNK_0004128,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT017,text,CHUNK_0010659,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT018,text,CHUNK_0036616,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT018,text,CHUNK_0019386,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT018,text,CHUNK_0006211,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT018,text,CHUNK_0039075,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT018,text,CHUNK_0036075,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT019,text,CHUNK_0053675,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT019,text,CHUNK_0028249,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT019,text,CHUNK_0037438,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT019,text,CHUNK_0016295,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT019,text,CHUNK_0054903,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT020,text,CHUNK_0004863,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT020,text,CHUNK_0045264,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT020,text,CHUNK_0024067,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT020,text,CHUNK_0001485,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
TXT020,text,CHUNK_0019228,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,oncology:PMC7666743_cam43440-fig-0002_298599.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,oncology:PMC8859934_f1_198788.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,oncology:PMC5838470_fig4_284187.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,oncology:PMC6209002_Fig1_388593.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,oncology:PMC3635890_F1_200769.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,oncology:PMC7053665_FIG1_127936.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,oncology:PMC7933517_f1_384574.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,oncology:PMC5408973_FIG17_157886.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,oncology:PMC8544578_diseases-09-00071-f002_95575.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,oncology:PMC3796394_f2-ol-06-04-0939_237452.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,oncology:PMC8821913_f1_185891.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,oncology:PMC8663911_F5_136774.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,oncology:PMC8234344_f0005_480089.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,oncology:PMC6942076_Fig4_93876.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,oncology:PMC5825312_Fig1_280010.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,oncology:PMC8813747_f4_183893.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,oncology:PMC8828175_deo216-fig-0001_187512.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,oncology:PMC8813747_f4_183903.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,oncology:PMC8079297_Fig6_429357.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,oncology:PMC5591128_F2_213437.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,oncology:PMC9391532_Fig2_376749.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,oncology:PMC8727323_FIG1_155969.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,oncology:PMC7865443_cancers-13-00440-f002_361640.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,oncology:PMC5386635_F1_151296.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,oncology:PMC4727941_FIG2_465550.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI006,image,PMC13243261:F6,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI006,image,PMC13299827:ijms-27-05228-f003,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI006,image,PMC12938178:biomolecules-16-00256-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI006,image,oncology:PMC8466983_biology-10-00909-f003_67170.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI006,image,PMC13297526:biomolecules-16-00862-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,oncology:PMC3712708_cancers-04-00821-f004_218078.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,oncology:PMC6798642_F2_52683.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,oncology:PMC5650354_F6_229872.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,oncology:PMC8417723_F4_51806.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,oncology:PMC6798642_F2_52685.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,PMC13227321:f1-ol-32-1-15663,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,oncology:PMC6519224_jcb28016-fig-0003_480319.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,PMC13301002:cncr70400-fig-0001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,oncology:PMC7413872_Fig2_230890.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,PMC13297526:biomolecules-16-00862-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,oncology:PMC8616551_cancers-13-05745-f006_120191.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,oncology:PMC9329882_ijms-23-08112-f005_357712.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,oncology:PMC4366230_pone.0118628.g002_369602.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,oncology:PMC4366230_pone.0118628.g002_369601.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,oncology:PMC7661707_Fig6_296829.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,oncology:PMC5521910_F1_194066.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,oncology:PMC8818749_f5_185083.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,oncology:PMC6083513_Fig1_352077.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,oncology:PMC8764831_Fig2_166250.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,oncology:PMC8764831_Fig2_166254.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,oncology:PMC6022486_Fig1_334324.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,oncology:PMC5325400_F5_132011.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,oncology:PMC5998143_Fig1_327805.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,oncology:PMC8215667_f2_472084.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,oncology:PMC9331795_cancers-14-03573-f001_358500.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,oncology:PMC5090015_Fig3_90457.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,oncology:PMC8947286_diagnostics-12-00718-f001_230848.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,oncology:PMC7877038_Fig1_366034.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,oncology:PMC8198656_jcm-10-02387-f003_466174.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,oncology:PMC7594888_F2_285083.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,oncology:PMC3523539_fig9_173631.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,oncology:PMC7838115_fig0010_353872.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,oncology:PMC8626627_fig3_125524.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,oncology:PMC9032984_cancers-14-02020-f003_263311.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,oncology:PMC8185946_Fig1_461740.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,oncology:PMC8267123_cam43912-fig-0002_4418.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,oncology:PMC8304877_diagnostics-11-01142-f004_17141.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,oncology:PMC7285725_Fig15_189106.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,oncology:PMC1664566_F2_7851.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,oncology:PMC8166881_Fig2_457074.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,oncology:PMC8315026_F1_20853.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,oncology:PMC8698860_biomedicines-09-01789-f002_145602.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,oncology:PMC3732277_pone-0069230-g005_222319.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,oncology:PMC4741446_F1_470425.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,oncology:PMC4588266_Fig1_428427.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG001,image,oncology:PMC8813747_f4_183898.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG001,image,oncology:PMC8813747_f3_183915.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG001,image,oncology:PMC5664256_fig1_233607.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG001,image,oncology:PMC8813747_f4_183895.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG001,image,oncology:PMC8813747_f4_183893.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG002,image,oncology:PMC4409735_Fig3_380878.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG002,image,oncology:PMC4437682_Fig1_387946.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG002,image,oncology:PMC8111471_fig0005_437073.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG002,image,oncology:PMC9113996_Fig2_283989.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG002,image,oncology:PMC6202581_FI180402cr-2_386366.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG003,image,oncology:PMC5678769_Fig7_237545.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG003,image,oncology:PMC3751571_F2_226916.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG003,image,oncology:PMC6511210_Fig2_478107.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG003,image,oncology:PMC7343701_Fig7_207222.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG003,image,oncology:PMC5606042_fig1_217692.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG004,image,oncology:PMC8227037_diagnostics-11-01007-f002_476516.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG004,image,oncology:PMC8218094_Fig2_472915.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG004,image,oncology:PMC8689125_f2_143339.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG004,image,PMC13296898:cancers-18-01937-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG004,image,oncology:PMC7998830_diagnostics-11-00468-f001_401621.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG005,image,oncology:PMC7456064_Fig3_242204.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG005,image,oncology:PMC9121794_f1_286137.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG005,image,oncology:PMC6912832_jcm-08-01767-f003_84035.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG005,image,oncology:PMC6831375_F2_61927.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG005,image,oncology:PMC4879151_Fig1_33958.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG006,image,PMC13243261:F5,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG006,image,PMC13296543:biomedicines-14-01222-f003,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG006,image,PMC13296404:biomolecules-16-00916-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG006,image,PMC13243261:F6,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG006,image,oncology:PMC5354839_F4_141192.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG007,image,oncology:PMC8801143_mgg31861-fig-0001_180218.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG007,image,oncology:PMC3355042_F4_138417.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG007,image,oncology:PMC3355042_F4_138418.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG007,image,oncology:PMC5661149_jcmm13213-fig-0006_232601.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG007,image,oncology:PMC8199968_cancers-13-02784-f011_466876.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG008,image,oncology:PMC6206852_Fig2_387790.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG008,image,oncology:PMC5259666_fig1_117554.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG008,image,oncology:PMC6556265_fig1_490718.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG008,image,oncology:PMC7450975_f1_240986.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG008,image,oncology:PMC7436350_fig1_237286.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG009,image,oncology:PMC8553343_fig2s7_98662.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG009,image,oncology:PMC3771967_pone-0067895-g004_231239.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
